anton.jpg,goat.jpg,obama.jpg,patron.jpg,roshen.jpg,the_kingo.jpg
0.007231175899505615,0.019095737487077713,0.015355568379163742,0.031840723007917404,0.015673423185944557,0.012501494958996773
0.001907064113765955,-0.0019108771812170744,0.002165940124541521,0.043894194066524506,0.01945052109658718,0.016137119382619858
0.0020529613830149174,0.0008718534372746944,0.0008756211609579623,0.002300010994076729,-0.001992981182411313,-0.003987072966992855
0.012885980308055878,-0.0033538690768182278,0.0031945337541401386,0.020692870020866394,0.0202625785022974,0.02940274402499199
-0.0017348536057397723,0.005235354416072369,0.0039302590303123,0.027318373322486877,-0.0039301346987485886,0.006348487921059132
0.004913326818495989,0.0015163873322308064,0.00415712408721447,0.007205446250736713,0.003794089425355196,0.009721432812511921
-0.004757076036185026,0.007089177146553993,0.004975304007530212,-0.004528892692178488,0.01809779554605484,0.004931184463202953
0.015782499685883522,0.011538036167621613,0.021527647972106934,0.025944232940673828,0.027666756883263588,0.02399783954024315
0.0034358801785856485,0.019840233027935028,0.003163512796163559,0.01151033490896225,0.012600500136613846,-0.001981602516025305
0.00725316908210516,0.0010470005217939615,0.011724207550287247,0.004371510352939367,0.004596196115016937,0.01642843708395958
0.007949849590659142,0.016123611479997635,0.008320164866745472,0.030723799020051956,0.01230018399655819,0.018271729350090027
-0.0018587799277156591,0.006810090504586697,-0.00021065166220068932,0.006978603079915047,0.010382682085037231,0.014513577334582806
0.013380615040659904,0.01752844639122486,0.016437368467450142,0.012954428791999817,0.023448746651411057,0.011338971555233002
0.011274862103164196,0.0021954216063022614,0.014343059621751308,0.004346935544162989,0.018554307520389557,0.01732964627444744
0.015924228355288506,0.029864272102713585,0.012000934220850468,0.02881057932972908,0.007889358326792717,0.02049865573644638
-0.003915488254278898,0.0016340194270014763,0.0010865661315619946,0.02222203090786934,-0.004582017194479704,0.01622789166867733
0.0075155445374548435,0.022097516804933548,0.010099970735609531,0.024576857686042786,0.015033149160444736,0.01058567687869072
0.004336721263825893,0.01629766821861267,0.011805864050984383,0.019436893984675407,0.037485454231500626,0.015082638710737228
-0.0034399216528981924,0.0035073389299213886,0.0018477131379768252,0.011203616857528687,0.011252980679273605,0.00736668985337019
-0.0002886675065383315,-0.00078226113691926,0.011235527694225311,0.01959322579205036,-0.0009672262240201235,0.0004160534590482712
0.009930104948580265,0.0067246537655591965,0.011391818523406982,0.030573267489671707,0.032921936362981796,0.019533563405275345
0.008483138866722584,0.014706112444400787,0.009109665639698505,0.023126773536205292,0.016882166266441345,0.013270278461277485
0.010386619716882706,0.01402213890105486,0.006501149386167526,0.021115627139806747,0.007157659158110619,0.01136429887264967
0.016588181257247925,0.017432264983654022,0.013558672741055489,0.02464005909860134,0.004683114588260651,0.01380846742540598
0.0011038212105631828,0.017718693241477013,0.010371834971010685,0.039997510612010956,0.014287518337368965,0.012236587703227997
